"Step","../output/proxy_alpaca_data.json - train/loss","../output/proxy_alpaca_data.json - train/loss__MIN","../output/proxy_alpaca_data.json - train/loss__MAX"
"732","0.1848","0.1848","0.1848"
"733","0.1858","0.1858","0.1858"
"734","0.2073","0.2073","0.2073"
"735","0.1941","0.1941","0.1941"
"736","0.189","0.189","0.189"
"737","0.1859","0.1859","0.1859"
"738","0.1946","0.1946","0.1946"
"739","0.1981","0.1981","0.1981"
"740","0.1786","0.1786","0.1786"
"741","0.1798","0.1798","0.1798"
"742","0.1852","0.1852","0.1852"
"743","0.172","0.172","0.172"
"744","0.1931","0.1931","0.1931"
"745","0.1848","0.1848","0.1848"
"746","0.173","0.173","0.173"
"747","0.1967","0.1967","0.1967"
"748","0.1765","0.1765","0.1765"
"749","0.1935","0.1935","0.1935"
"750","0.1881","0.1881","0.1881"
"751","0.1897","0.1897","0.1897"
"752","0.1955","0.1955","0.1955"
"753","0.1973","0.1973","0.1973"
"754","0.1933","0.1933","0.1933"
"755","0.1879","0.1879","0.1879"
"756","0.1876","0.1876","0.1876"
"757","0.1836","0.1836","0.1836"
"758","0.1919","0.1919","0.1919"
"759","0.1862","0.1862","0.1862"
"760","0.1856","0.1856","0.1856"
"761","0.1955","0.1955","0.1955"
"762","0.1966","0.1966","0.1966"
"763","0.2036","0.2036","0.2036"
"764","0.1802","0.1802","0.1802"
"765","0.1905","0.1905","0.1905"
"766","0.1918","0.1918","0.1918"
"767","0.1929","0.1929","0.1929"
"768","0.2033","0.2033","0.2033"
"769","0.1945","0.1945","0.1945"
"770","0.1708","0.1708","0.1708"
"771","0.1927","0.1927","0.1927"
"772","0.1947","0.1947","0.1947"
"773","0.1999","0.1999","0.1999"
"774","0.2108","0.2108","0.2108"
"775","0.1795","0.1795","0.1795"
"776","0.2014","0.2014","0.2014"
"777","0.2007","0.2007","0.2007"
"778","0.1947","0.1947","0.1947"
"779","0.2078","0.2078","0.2078"
"780","0.2081","0.2081","0.2081"
"781","0.1778","0.1778","0.1778"
"782","0.1904","0.1904","0.1904"
"783","0.1864","0.1864","0.1864"
"784","0.2061","0.2061","0.2061"
"785","0.1968","0.1968","0.1968"
"786","0.1914","0.1914","0.1914"
"787","0.2016","0.2016","0.2016"
"788","0.2155","0.2155","0.2155"
"789","0.204","0.204","0.204"
"790","0.198","0.198","0.198"
"791","0.2039","0.2039","0.2039"
"792","0.1865","0.1865","0.1865"
"793","0.2028","0.2028","0.2028"
"794","0.1883","0.1883","0.1883"
"795","0.1986","0.1986","0.1986"
"796","0.2181","0.2181","0.2181"
"797","0.2013","0.2013","0.2013"
"798","0.1979","0.1979","0.1979"
"799","0.2058","0.2058","0.2058"
"800","0.1945","0.1945","0.1945"
"801","0.1992","0.1992","0.1992"
"802","0.2116","0.2116","0.2116"
"803","0.2408","0.2408","0.2408"
"804","0.1949","0.1949","0.1949"
"805","0.2061","0.2061","0.2061"
"806","0.2161","0.2161","0.2161"
"807","0.2047","0.2047","0.2047"
"808","0.2154","0.2154","0.2154"
"809","0.2051","0.2051","0.2051"
"810","0.2087","0.2087","0.2087"
"811","0.1785","0.1785","0.1785"
"812","0.2076","0.2076","0.2076"
"813","0.108","0.108","0.108"
"814","0.1207","0.1207","0.1207"
"815","0.1035","0.1035","0.1035"
"816","0.1033","0.1033","0.1033"
"817","0.1123","0.1123","0.1123"
"818","0.1054","0.1054","0.1054"
"819","0.1046","0.1046","0.1046"
"820","0.111","0.111","0.111"
"821","0.1048","0.1048","0.1048"
"822","0.1165","0.1165","0.1165"
"823","0.1027","0.1027","0.1027"
"824","0.1063","0.1063","0.1063"
"825","0.1024","0.1024","0.1024"
"826","0.1123","0.1123","0.1123"
"827","0.1157","0.1157","0.1157"
"828","0.0985","0.0985","0.0985"
"829","0.1184","0.1184","0.1184"
"830","0.1088","0.1088","0.1088"
"831","0.119","0.119","0.119"
"832","0.1064","0.1064","0.1064"
"833","0.1118","0.1118","0.1118"
"834","0.1064","0.1064","0.1064"
"835","0.113","0.113","0.113"
"836","0.1059","0.1059","0.1059"
"837","0.0968","0.0968","0.0968"
"838","0.1018","0.1018","0.1018"
"839","0.1079","0.1079","0.1079"
"840","0.12","0.12","0.12"
"841","0.107","0.107","0.107"
"842","0.1089","0.1089","0.1089"
"843","0.1213","0.1213","0.1213"
"844","0.1065","0.1065","0.1065"
"845","0.101","0.101","0.101"
"846","0.1054","0.1054","0.1054"
"847","0.1105","0.1105","0.1105"
"848","0.1116","0.1116","0.1116"
"849","0.108","0.108","0.108"
"850","0.1091","0.1091","0.1091"
"851","0.1019","0.1019","0.1019"
"852","0.1149","0.1149","0.1149"
"853","0.1055","0.1055","0.1055"
"854","0.1172","0.1172","0.1172"
"855","0.1091","0.1091","0.1091"
"856","0.1197","0.1197","0.1197"
"857","0.1078","0.1078","0.1078"
"858","0.1077","0.1077","0.1077"
"859","0.1129","0.1129","0.1129"
"860","0.0989","0.0989","0.0989"
"861","0.1105","0.1105","0.1105"
"862","0.1219","0.1219","0.1219"
"863","0.1114","0.1114","0.1114"
"864","0.1243","0.1243","0.1243"
"865","0.1181","0.1181","0.1181"
"866","0.1083","0.1083","0.1083"
"867","0.1137","0.1137","0.1137"
"868","0.0974","0.0974","0.0974"
"869","0.1025","0.1025","0.1025"
"870","0.1055","0.1055","0.1055"
"871","0.115","0.115","0.115"
"872","0.1","0.1","0.1"
"873","0.1187","0.1187","0.1187"
"874","0.1173","0.1173","0.1173"
"875","0.1158","0.1158","0.1158"
"876","0.123","0.123","0.123"
"877","0.121","0.121","0.121"
"878","0.1125","0.1125","0.1125"
"879","0.1086","0.1086","0.1086"
"880","0.1072","0.1072","0.1072"
"881","0.1112","0.1112","0.1112"
"882","0.1168","0.1168","0.1168"
"883","0.1115","0.1115","0.1115"
"884","0.1291","0.1291","0.1291"
"885","0.1082","0.1082","0.1082"
"886","0.1259","0.1259","0.1259"
"887","0.1025","0.1025","0.1025"
"888","0.1231","0.1231","0.1231"
"889","0.121","0.121","0.121"
"890","0.1149","0.1149","0.1149"
"891","0.111","0.111","0.111"
"892","0.1299","0.1299","0.1299"
"893","0.1123","0.1123","0.1123"
"894","0.1154","0.1154","0.1154"
"895","0.1162","0.1162","0.1162"
"896","0.103","0.103","0.103"
"897","0.119","0.119","0.119"
"898","0.1195","0.1195","0.1195"
"899","0.116","0.116","0.116"
"900","0.1068","0.1068","0.1068"
"901","0.1321","0.1321","0.1321"
"902","0.1174","0.1174","0.1174"
"903","0.1139","0.1139","0.1139"
"904","0.1211","0.1211","0.1211"
"905","0.1305","0.1305","0.1305"
"906","0.1172","0.1172","0.1172"
"907","0.1148","0.1148","0.1148"
"908","0.1289","0.1289","0.1289"
"909","0.1264","0.1264","0.1264"
"910","0.1131","0.1131","0.1131"
"911","0.1196","0.1196","0.1196"
"912","0.1092","0.1092","0.1092"
"913","0.122","0.122","0.122"
"914","0.0974","0.0974","0.0974"
"915","0.0643","0.0643","0.0643"
"916","0.0589","0.0589","0.0589"
"917","0.0708","0.0708","0.0708"
"918","0.0643","0.0643","0.0643"
"919","0.0699","0.0699","0.0699"
"920","0.0698","0.0698","0.0698"
"921","0.0682","0.0682","0.0682"
"922","0.0699","0.0699","0.0699"
"923","0.0588","0.0588","0.0588"
"924","0.0692","0.0692","0.0692"
"925","0.0661","0.0661","0.0661"
"926","0.0667","0.0667","0.0667"
"927","0.0681","0.0681","0.0681"
"928","0.0672","0.0672","0.0672"
"929","0.0666","0.0666","0.0666"
"930","0.0603","0.0603","0.0603"
"931","0.0609","0.0609","0.0609"
"932","0.0609","0.0609","0.0609"
"933","0.0717","0.0717","0.0717"
"934","0.067","0.067","0.067"
"935","0.0664","0.0664","0.0664"
"936","0.0746","0.0746","0.0746"
"937","0.0723","0.0723","0.0723"
"938","0.0575","0.0575","0.0575"
"939","0.0633","0.0633","0.0633"
"940","0.0683","0.0683","0.0683"
"941","0.0712","0.0712","0.0712"
"942","0.0752","0.0752","0.0752"
"943","0.0719","0.0719","0.0719"
"944","0.0641","0.0641","0.0641"
"945","0.0629","0.0629","0.0629"
"946","0.063","0.063","0.063"
"947","0.066","0.066","0.066"
"948","0.0651","0.0651","0.0651"
"949","0.0702","0.0702","0.0702"
"950","0.0696","0.0696","0.0696"
"951","0.0723","0.0723","0.0723"
"952","0.0664","0.0664","0.0664"
"953","0.0815","0.0815","0.0815"
"954","0.0784","0.0784","0.0784"
"955","0.0707","0.0707","0.0707"
"956","0.0708","0.0708","0.0708"
"957","0.0723","0.0723","0.0723"
"958","0.0703","0.0703","0.0703"
"959","0.0808","0.0808","0.0808"
"960","0.0646","0.0646","0.0646"
"961","0.0688","0.0688","0.0688"
"962","0.0713","0.0713","0.0713"
"963","0.0662","0.0662","0.0662"
"964","0.0744","0.0744","0.0744"
"965","0.069","0.069","0.069"
"966","0.0723","0.0723","0.0723"
"967","0.0644","0.0644","0.0644"
"968","0.0706","0.0706","0.0706"
"969","0.075","0.075","0.075"
"970","0.0699","0.0699","0.0699"
"971","0.0664","0.0664","0.0664"
"972","0.0708","0.0708","0.0708"
"973","0.0713","0.0713","0.0713"
"974","0.0732","0.0732","0.0732"
"975","0.0703","0.0703","0.0703"
"976","0.0739","0.0739","0.0739"
"977","0.0637","0.0637","0.0637"
"978","0.0725","0.0725","0.0725"
"979","0.0717","0.0717","0.0717"
"980","0.0728","0.0728","0.0728"
"981","0.0676","0.0676","0.0676"
"982","0.0698","0.0698","0.0698"
"983","0.0788","0.0788","0.0788"
"984","0.08","0.08","0.08"
"985","0.0671","0.0671","0.0671"
"986","0.0874","0.0874","0.0874"
"987","0.0754","0.0754","0.0754"
"988","0.0835","0.0835","0.0835"
"989","0.0776","0.0776","0.0776"
"990","0.0736","0.0736","0.0736"
"991","0.0731","0.0731","0.0731"
"992","0.0695","0.0695","0.0695"
"993","0.0782","0.0782","0.0782"
"994","0.0711","0.0711","0.0711"
"995","0.0748","0.0748","0.0748"
"996","0.0808","0.0808","0.0808"
"997","0.069","0.069","0.069"
"998","0.0661","0.0661","0.0661"
"999","0.0694","0.0694","0.0694"
"1000","0.0861","0.0861","0.0861"
"1001","0.0776","0.0776","0.0776"
"1002","0.0681","0.0681","0.0681"
"1003","0.0714","0.0714","0.0714"
"1004","0.0756","0.0756","0.0756"
"1005","0.0731","0.0731","0.0731"
"1006","0.0651","0.0651","0.0651"
"1007","0.0744","0.0744","0.0744"
"1008","0.0791","0.0791","0.0791"
"1009","0.0664","0.0664","0.0664"
"1010","0.067","0.067","0.067"
"1011","0.0859","0.0859","0.0859"
"1012","0.0741","0.0741","0.0741"
"1013","0.0804","0.0804","0.0804"
"1014","0.0829","0.0829","0.0829"
"1015","0.0789","0.0789","0.0789"
"1016","0.0477","0.0477","0.0477"
"1017","0.0478","0.0478","0.0478"
"1018","0.0362","0.0362","0.0362"
"1019","0.038","0.038","0.038"
"1020","0.0453","0.0453","0.0453"
"1021","0.045","0.045","0.045"
"1022","0.0434","0.0434","0.0434"
"1023","0.052","0.052","0.052"
"1024","0.045","0.045","0.045"
"1025","0.0398","0.0398","0.0398"
"1026","0.0425","0.0425","0.0425"
"1027","0.0474","0.0474","0.0474"
"1028","0.0432","0.0432","0.0432"
"1029","0.0423","0.0423","0.0423"
"1030","0.042","0.042","0.042"
"1031","0.0508","0.0508","0.0508"
"1032","0.0412","0.0412","0.0412"
"1033","0.0443","0.0443","0.0443"
"1034","0.045","0.045","0.045"
"1035","0.0504","0.0504","0.0504"
"1036","0.0511","0.0511","0.0511"
"1037","0.0468","0.0468","0.0468"
"1038","0.0409","0.0409","0.0409"
"1039","0.0519","0.0519","0.0519"
"1040","0.046","0.046","0.046"
"1041","0.0485","0.0485","0.0485"
"1042","0.0514","0.0514","0.0514"
"1043","0.0529","0.0529","0.0529"
"1044","0.0483","0.0483","0.0483"
"1045","0.0427","0.0427","0.0427"
"1046","0.0481","0.0481","0.0481"
"1047","0.0437","0.0437","0.0437"
"1048","0.0494","0.0494","0.0494"
"1049","0.0513","0.0513","0.0513"
"1050","0.0453","0.0453","0.0453"
"1051","0.0494","0.0494","0.0494"
"1052","0.0512","0.0512","0.0512"
"1053","0.0492","0.0492","0.0492"
"1054","0.0503","0.0503","0.0503"
"1055","0.0465","0.0465","0.0465"
"1056","0.0426","0.0426","0.0426"
"1057","0.0466","0.0466","0.0466"
"1058","0.0437","0.0437","0.0437"
"1059","0.0489","0.0489","0.0489"
"1060","0.0501","0.0501","0.0501"
"1061","0.0448","0.0448","0.0448"
"1062","0.045","0.045","0.045"
"1063","0.0521","0.0521","0.0521"
"1064","0.0431","0.0431","0.0431"
"1065","0.0505","0.0505","0.0505"
"1066","0.0531","0.0531","0.0531"
"1067","0.0465","0.0465","0.0465"
"1068","0.0507","0.0507","0.0507"
"1069","0.0437","0.0437","0.0437"
"1070","0.053","0.053","0.053"
"1071","0.0515","0.0515","0.0515"
"1072","0.0407","0.0407","0.0407"
"1073","0.0522","0.0522","0.0522"
"1074","0.0559","0.0559","0.0559"
"1075","0.0464","0.0464","0.0464"
"1076","0.0473","0.0473","0.0473"
"1077","0.051","0.051","0.051"
"1078","0.0504","0.0504","0.0504"
"1079","0.0504","0.0504","0.0504"
"1080","0.0526","0.0526","0.0526"
"1081","0.0469","0.0469","0.0469"
"1082","0.0567","0.0567","0.0567"
"1083","0.0455","0.0455","0.0455"
"1084","0.0509","0.0509","0.0509"
"1085","0.0497","0.0497","0.0497"
"1086","0.0572","0.0572","0.0572"
"1087","0.051","0.051","0.051"
"1088","0.0543","0.0543","0.0543"
"1089","0.0584","0.0584","0.0584"
"1090","0.0464","0.0464","0.0464"
"1091","0.0548","0.0548","0.0548"
"1092","0.0525","0.0525","0.0525"
"1093","0.0511","0.0511","0.0511"
"1094","0.0509","0.0509","0.0509"
"1095","0.0569","0.0569","0.0569"
"1096","0.0507","0.0507","0.0507"
"1097","0.0518","0.0518","0.0518"
"1098","0.0519","0.0519","0.0519"
"1099","0.0521","0.0521","0.0521"
"1100","0.0484","0.0484","0.0484"
"1101","0.0552","0.0552","0.0552"
"1102","0.0575","0.0575","0.0575"
"1103","0.0497","0.0497","0.0497"
"1104","0.0464","0.0464","0.0464"
"1105","0.0513","0.0513","0.0513"
"1106","0.0586","0.0586","0.0586"
"1107","0.0561","0.0561","0.0561"
"1108","0.0516","0.0516","0.0516"
"1109","0.0569","0.0569","0.0569"
"1110","0.05","0.05","0.05"
"1111","0.0502","0.0502","0.0502"
"1112","0.05","0.05","0.05"
"1113","0.0508","0.0508","0.0508"
"1114","0.0549","0.0549","0.0549"
"1115","0.0536","0.0536","0.0536"
"1116","0.0496","0.0496","0.0496"
"1117","0.0433","0.0433","0.0433"
"1118","0.0338","0.0338","0.0338"
"1119","0.0283","0.0283","0.0283"
"1120","0.0317","0.0317","0.0317"
"1121","0.028","0.028","0.028"
"1122","0.0316","0.0316","0.0316"
"1123","0.0299","0.0299","0.0299"
"1124","0.0288","0.0288","0.0288"
"1125","0.0352","0.0352","0.0352"
"1126","0.031","0.031","0.031"
"1127","0.0351","0.0351","0.0351"
"1128","0.0356","0.0356","0.0356"
"1129","0.0328","0.0328","0.0328"
"1130","0.033","0.033","0.033"
"1131","0.0391","0.0391","0.0391"
"1132","0.0345","0.0345","0.0345"
"1133","0.0367","0.0367","0.0367"
"1134","0.0414","0.0414","0.0414"
"1135","0.0305","0.0305","0.0305"
"1136","0.0344","0.0344","0.0344"
"1137","0.0369","0.0369","0.0369"
"1138","0.0327","0.0327","0.0327"
"1139","0.0333","0.0333","0.0333"
"1140","0.0403","0.0403","0.0403"
"1141","0.0364","0.0364","0.0364"
"1142","0.0355","0.0355","0.0355"
"1143","0.0363","0.0363","0.0363"
"1144","0.0347","0.0347","0.0347"
"1145","0.0353","0.0353","0.0353"
"1146","0.0381","0.0381","0.0381"
"1147","0.0381","0.0381","0.0381"
"1148","0.0342","0.0342","0.0342"
"1149","0.0356","0.0356","0.0356"
"1150","0.0376","0.0376","0.0376"
"1151","0.0366","0.0366","0.0366"
"1152","0.0345","0.0345","0.0345"
"1153","0.0386","0.0386","0.0386"
"1154","0.039","0.039","0.039"
"1155","0.0384","0.0384","0.0384"
"1156","0.0396","0.0396","0.0396"
"1157","0.0377","0.0377","0.0377"
"1158","0.039","0.039","0.039"
"1159","0.0454","0.0454","0.0454"
"1160","0.0345","0.0345","0.0345"
"1161","0.0374","0.0374","0.0374"
"1162","0.0365","0.0365","0.0365"
"1163","0.0363","0.0363","0.0363"
"1164","0.0384","0.0384","0.0384"
"1165","0.0312","0.0312","0.0312"
"1166","0.0378","0.0378","0.0378"
"1167","0.0362","0.0362","0.0362"
"1168","0.0391","0.0391","0.0391"
"1169","0.0376","0.0376","0.0376"
"1170","0.0394","0.0394","0.0394"
"1171","0.0355","0.0355","0.0355"
"1172","0.0392","0.0392","0.0392"
"1173","0.0361","0.0361","0.0361"
"1174","0.0352","0.0352","0.0352"
"1175","0.0392","0.0392","0.0392"
"1176","0.0353","0.0353","0.0353"
"1177","0.0355","0.0355","0.0355"
"1178","0.0369","0.0369","0.0369"
"1179","0.0453","0.0453","0.0453"
"1180","0.0396","0.0396","0.0396"
"1181","0.0387","0.0387","0.0387"
"1182","0.0372","0.0372","0.0372"
"1183","0.035","0.035","0.035"
"1184","0.0418","0.0418","0.0418"
"1185","0.0384","0.0384","0.0384"
"1186","0.036","0.036","0.036"
"1187","0.0417","0.0417","0.0417"
"1188","0.04","0.04","0.04"
"1189","0.0416","0.0416","0.0416"
"1190","0.0332","0.0332","0.0332"
"1191","0.0348","0.0348","0.0348"
"1192","0.0418","0.0418","0.0418"
"1193","0.0363","0.0363","0.0363"
"1194","0.0421","0.0421","0.0421"
"1195","0.0406","0.0406","0.0406"
"1196","0.0356","0.0356","0.0356"
"1197","0.0406","0.0406","0.0406"
"1198","0.039","0.039","0.039"
"1199","0.0433","0.0433","0.0433"
"1200","0.0403","0.0403","0.0403"
"1201","0.0375","0.0375","0.0375"
"1202","0.0369","0.0369","0.0369"
"1203","0.0376","0.0376","0.0376"
"1204","0.0411","0.0411","0.0411"
"1205","0.0372","0.0372","0.0372"
"1206","0.0464","0.0464","0.0464"
"1207","0.0417","0.0417","0.0417"
"1208","0.0352","0.0352","0.0352"
"1209","0.0382","0.0382","0.0382"
"1210","0.0361","0.0361","0.0361"
"1211","0.0446","0.0446","0.0446"
"1212","0.0384","0.0384","0.0384"
"1213","0.0372","0.0372","0.0372"
"1214","0.0539","0.0539","0.0539"
"1215","0.0417","0.0417","0.0417"
"1216","0.0416","0.0416","0.0416"
"1217","0.042","0.042","0.042"
"1218","0.0429","0.0429","0.0429"
"1219","0.0341","0.0341","0.0341"
"1220","0.0286","0.0286","0.0286"
"1221","0.0265","0.0265","0.0265"
"1222","0.0257","0.0257","0.0257"
"1223","0.0272","0.0272","0.0272"
"1224","0.035","0.035","0.035"
"1225","0.0243","0.0243","0.0243"
"1226","0.0253","0.0253","0.0253"
"1227","0.0259","0.0259","0.0259"
"1228","0.0316","0.0316","0.0316"
"1229","0.0268","0.0268","0.0268"
"1230","0.0246","0.0246","0.0246"
"1231","0.0241","0.0241","0.0241"
"1232","0.0247","0.0247","0.0247"
"1233","0.0259","0.0259","0.0259"
"1234","0.0318","0.0318","0.0318"
"1235","0.0288","0.0288","0.0288"
"1236","0.0289","0.0289","0.0289"
"1237","0.0331","0.0331","0.0331"
"1238","0.0247","0.0247","0.0247"
"1239","0.0277","0.0277","0.0277"
"1240","0.0249","0.0249","0.0249"
"1241","0.0252","0.0252","0.0252"
"1242","0.0251","0.0251","0.0251"
"1243","0.0253","0.0253","0.0253"
"1244","0.0263","0.0263","0.0263"
"1245","0.0241","0.0241","0.0241"
"1246","0.0302","0.0302","0.0302"
"1247","0.0317","0.0317","0.0317"
"1248","0.0249","0.0249","0.0249"
"1249","0.0284","0.0284","0.0284"
"1250","0.0281","0.0281","0.0281"
"1251","0.0298","0.0298","0.0298"
"1252","0.029","0.029","0.029"
"1253","0.0282","0.0282","0.0282"
"1254","0.0271","0.0271","0.0271"
"1255","0.0292","0.0292","0.0292"
"1256","0.0275","0.0275","0.0275"
"1257","0.0299","0.0299","0.0299"
"1258","0.0274","0.0274","0.0274"
"1259","0.0275","0.0275","0.0275"
"1260","0.0271","0.0271","0.0271"
"1261","0.0316","0.0316","0.0316"
"1262","0.0294","0.0294","0.0294"
"1263","0.0301","0.0301","0.0301"
"1264","0.0284","0.0284","0.0284"
"1265","0.0317","0.0317","0.0317"
"1266","0.0271","0.0271","0.0271"
"1267","0.0303","0.0303","0.0303"
"1268","0.0304","0.0304","0.0304"
"1269","0.0301","0.0301","0.0301"
"1270","0.0327","0.0327","0.0327"
"1271","0.0269","0.0269","0.0269"
"1272","0.0326","0.0326","0.0326"
"1273","0.0335","0.0335","0.0335"
"1274","0.0316","0.0316","0.0316"
"1275","0.0313","0.0313","0.0313"
"1276","0.0289","0.0289","0.0289"
"1277","0.0384","0.0384","0.0384"
"1278","0.03","0.03","0.03"
"1279","0.0318","0.0318","0.0318"
"1280","0.0288","0.0288","0.0288"
"1281","0.0292","0.0292","0.0292"
"1282","0.0295","0.0295","0.0295"
"1283","0.0328","0.0328","0.0328"
"1284","0.0295","0.0295","0.0295"
"1285","0.0297","0.0297","0.0297"
"1286","0.0303","0.0303","0.0303"
"1287","0.032","0.032","0.032"
"1288","0.0334","0.0334","0.0334"
"1289","0.0361","0.0361","0.0361"
"1290","0.0274","0.0274","0.0274"
"1291","0.0317","0.0317","0.0317"
"1292","0.0274","0.0274","0.0274"
"1293","0.0338","0.0338","0.0338"
"1294","0.0353","0.0353","0.0353"
"1295","0.0321","0.0321","0.0321"
"1296","0.0348","0.0348","0.0348"
"1297","0.0349","0.0349","0.0349"
"1298","0.0341","0.0341","0.0341"
"1299","0.0302","0.0302","0.0302"
"1300","0.029","0.029","0.029"
"1301","0.0325","0.0325","0.0325"
"1302","0.0322","0.0322","0.0322"
"1303","0.0285","0.0285","0.0285"
"1304","0.035","0.035","0.035"
"1305","0.0295","0.0295","0.0295"
"1306","0.043","0.043","0.043"
"1307","0.0311","0.0311","0.0311"
"1308","0.0294","0.0294","0.0294"
"1309","0.0318","0.0318","0.0318"
"1310","0.0298","0.0298","0.0298"
"1311","0.0322","0.0322","0.0322"
"1312","0.0314","0.0314","0.0314"
"1313","0.032","0.032","0.032"
"1314","0.0307","0.0307","0.0307"
"1315","0.0301","0.0301","0.0301"
"1316","0.0304","0.0304","0.0304"
"1317","0.0327","0.0327","0.0327"
"1318","0.0302","0.0302","0.0302"
"1319","0.0323","0.0323","0.0323"
"1320","0.0332","0.0332","0.0332"
"1321","0.0253","0.0253","0.0253"
"1322","0.0215","0.0215","0.0215"
"1323","0.0196","0.0196","0.0196"
"1324","0.0198","0.0198","0.0198"
"1325","0.0195","0.0195","0.0195"
"1326","0.021","0.021","0.021"
"1327","0.0213","0.0213","0.0213"
"1328","0.0214","0.0214","0.0214"
"1329","0.0194","0.0194","0.0194"
"1330","0.0216","0.0216","0.0216"
"1331","0.0255","0.0255","0.0255"
"1332","0.0213","0.0213","0.0213"
"1333","0.0209","0.0209","0.0209"
"1334","0.0217","0.0217","0.0217"
"1335","0.0221","0.0221","0.0221"
"1336","0.0257","0.0257","0.0257"
"1337","0.0267","0.0267","0.0267"
"1338","0.022","0.022","0.022"
"1339","0.0215","0.0215","0.0215"
"1340","0.0235","0.0235","0.0235"
"1341","0.025","0.025","0.025"
"1342","0.0235","0.0235","0.0235"
"1343","0.0247","0.0247","0.0247"
"1344","0.0213","0.0213","0.0213"
"1345","0.0222","0.0222","0.0222"
"1346","0.0231","0.0231","0.0231"
"1347","0.0278","0.0278","0.0278"
"1348","0.0207","0.0207","0.0207"
"1349","0.0247","0.0247","0.0247"
"1350","0.0228","0.0228","0.0228"
"1351","0.0254","0.0254","0.0254"
"1352","0.0203","0.0203","0.0203"
"1353","0.0239","0.0239","0.0239"
"1354","0.0223","0.0223","0.0223"
"1355","0.026","0.026","0.026"
"1356","0.023","0.023","0.023"
"1357","0.0239","0.0239","0.0239"
"1358","0.0242","0.0242","0.0242"
"1359","0.0218","0.0218","0.0218"
"1360","0.0237","0.0237","0.0237"
"1361","0.0238","0.0238","0.0238"
"1362","0.0222","0.0222","0.0222"
"1363","0.0228","0.0228","0.0228"
"1364","0.0232","0.0232","0.0232"
