"Step","../output/proxy_alpacmygavel.json - train/loss","../output/proxy_alpacmygavel.json - train/loss__MIN","../output/proxy_alpacmygavel.json - train/loss__MAX"
"1441","0.0007","0.0007","0.0007"
"1442","0.0006","0.0006","0.0006"
"1443","0.0009","0.0009","0.0009"
"1444","0.0008","0.0008","0.0008"
"1445","0.0006","0.0006","0.0006"
"1446","0.0007","0.0007","0.0007"
"1447","0.0009","0.0009","0.0009"
"1448","0.0006","0.0006","0.0006"
"1449","0.0005","0.0005","0.0005"
"1450","0.0006","0.0006","0.0006"
"1451","0.0007","0.0007","0.0007"
"1452","0.0006","0.0006","0.0006"
"1453","0.0005","0.0005","0.0005"
"1454","0.0007","0.0007","0.0007"
"1455","0.0005","0.0005","0.0005"
"1456","0.0007","0.0007","0.0007"
"1457","0.0007","0.0007","0.0007"
"1458","0.0006","0.0006","0.0006"
"1459","0.0009","0.0009","0.0009"
"1460","0.0008","0.0008","0.0008"
"1461","0.0005","0.0005","0.0005"
"1462","0.0007","0.0007","0.0007"
"1463","0.0007","0.0007","0.0007"
"1464","0.0004","0.0004","0.0004"
"1465","0.0005","0.0005","0.0005"
"1466","0.0008","0.0008","0.0008"
"1467","0.0008","0.0008","0.0008"
"1468","0.0009","0.0009","0.0009"
"1469","0.0007","0.0007","0.0007"
"1470","0.0008","0.0008","0.0008"
"1471","0.0005","0.0005","0.0005"
"1472","0.0007","0.0007","0.0007"
"1473","0.0006","0.0006","0.0006"
"1474","0.0005","0.0005","0.0005"
"1475","0.0009","0.0009","0.0009"
"1476","0.001","0.001","0.001"
"1477","0.0005","0.0005","0.0005"
"1478","0.0004","0.0004","0.0004"
"1479","0.0005","0.0005","0.0005"
"1480","0.0004","0.0004","0.0004"
"1481","0.0007","0.0007","0.0007"
"1482","0.0007","0.0007","0.0007"
"1483","0.0005","0.0005","0.0005"
"1484","0.0007","0.0007","0.0007"
"1485","0.0004","0.0004","0.0004"
"1486","0.0006","0.0006","0.0006"
"1487","0.0007","0.0007","0.0007"
"1488","0.0006","0.0006","0.0006"
"1489","0.0006","0.0006","0.0006"
"1490","0.0005","0.0005","0.0005"
"1491","0.0008","0.0008","0.0008"
"1492","0.0006","0.0006","0.0006"
"1493","0.0007","0.0007","0.0007"
"1494","0.0006","0.0006","0.0006"
"1495","0.0008","0.0008","0.0008"
"1496","0.0006","0.0006","0.0006"
"1497","0.0007","0.0007","0.0007"
"1498","0.0008","0.0008","0.0008"
"1499","0.0007","0.0007","0.0007"
"1500","0.0006","0.0006","0.0006"
"1501","0.0009","0.0009","0.0009"
"1502","0.0004","0.0004","0.0004"
"1503","0.0005","0.0005","0.0005"
"1504","0.0009","0.0009","0.0009"
"1505","0.0005","0.0005","0.0005"
"1506","0.0006","0.0006","0.0006"
"1507","0.0005","0.0005","0.0005"
"1508","0.0009","0.0009","0.0009"
"1509","0.0006","0.0006","0.0006"
"1510","0.0009","0.0009","0.0009"
"1511","0.0005","0.0005","0.0005"
"1512","0.0004","0.0004","0.0004"
"1513","0.0006","0.0006","0.0006"
"1514","0.0007","0.0007","0.0007"
"1515","0.0007","0.0007","0.0007"
"1516","0.0006","0.0006","0.0006"
"1517","0.0006","0.0006","0.0006"
"1518","0.0009","0.0009","0.0009"
"1519","0.0008","0.0008","0.0008"
"1520","0.0007","0.0007","0.0007"
"1521","0.0007","0.0007","0.0007"
"1522","0.0005","0.0005","0.0005"
"1523","0.0007","0.0007","0.0007"
"1524","0.0007","0.0007","0.0007"
"1525","0.0004","0.0004","0.0004"
"1526","0.0007","0.0007","0.0007"
"1527","0.0007","0.0007","0.0007"
"1528","0.0007","0.0007","0.0007"
"1529","0.0005","0.0005","0.0005"
"1530","0.0004","0.0004","0.0004"
"1531","0.0005","0.0005","0.0005"
"1532","0.0007","0.0007","0.0007"
"1533","0.0003","0.0003","0.0003"
"1534","0.0009","0.0009","0.0009"
"1535","0.0005","0.0005","0.0005"
"1536","0.0007","0.0007","0.0007"
"1537","0.0004","0.0004","0.0004"
"1538","0.0006","0.0006","0.0006"
"1539","0.0007","0.0007","0.0007"
"1540","0.0004","0.0004","0.0004"
"1541","0.0006","0.0006","0.0006"
"1542","0.0005","0.0005","0.0005"
"1543","0.0007","0.0007","0.0007"
"1544","0.0004","0.0004","0.0004"
"1545","0.0008","0.0008","0.0008"
"1546","0.0008","0.0008","0.0008"
"1547","0.0006","0.0006","0.0006"
"1548","0.0003","0.0003","0.0003"
"1549","0.0008","0.0008","0.0008"
"1550","0.0011","0.0011","0.0011"
"1551","0.0011","0.0011","0.0011"
"1552","0.0005","0.0005","0.0005"
"1553","0.0008","0.0008","0.0008"
"1554","0.0007","0.0007","0.0007"
"1555","0.0007","0.0007","0.0007"
"1556","0.0006","0.0006","0.0006"
"1557","0.0007","0.0007","0.0007"
"1558","0.0006","0.0006","0.0006"
"1559","0.0008","0.0008","0.0008"
"1560","0.0006","0.0006","0.0006"
"1561","0.0006","0.0006","0.0006"
"1562","0.0006","0.0006","0.0006"
"1563","0.0009","0.0009","0.0009"
"1564","0.0006","0.0006","0.0006"
"1565","0.0006","0.0006","0.0006"
"1566","0.0007","0.0007","0.0007"
"1567","0.0004","0.0004","0.0004"
"1568","0.0005","0.0005","0.0005"
"1569","0.0005","0.0005","0.0005"
"1570","0.0005","0.0005","0.0005"
"1571","0.0007","0.0007","0.0007"
"1572","0.0006","0.0006","0.0006"
"1573","0.0005","0.0005","0.0005"
"1574","0.0005","0.0005","0.0005"
"1575","0.0009","0.0009","0.0009"
"1576","0.0006","0.0006","0.0006"
"1577","0.0005","0.0005","0.0005"
"1578","0.0008","0.0008","0.0008"
"1579","0.0004","0.0004","0.0004"
"1580","0.0007","0.0007","0.0007"
"1581","0.0006","0.0006","0.0006"
"1582","0.0006","0.0006","0.0006"
"1583","0.0009","0.0009","0.0009"
"1584","0.0004","0.0004","0.0004"
"1585","0.0011","0.0011","0.0011"
"1586","0.0007","0.0007","0.0007"
"1587","0.0006","0.0006","0.0006"
"1588","0.0006","0.0006","0.0006"
"1589","0.0007","0.0007","0.0007"
"1590","0.0007","0.0007","0.0007"
"1591","0.0006","0.0006","0.0006"
"1592","0.0005","0.0005","0.0005"
"1593","0.0008","0.0008","0.0008"
"1594","0.0007","0.0007","0.0007"
"1595","0.0009","0.0009","0.0009"
"1596","0.0005","0.0005","0.0005"
"1597","0.0004","0.0004","0.0004"
"1598","0.0004","0.0004","0.0004"
"1599","0.0005","0.0005","0.0005"
"1600","0.0008","0.0008","0.0008"
"1601","0.0008","0.0008","0.0008"
"1602","0.0008","0.0008","0.0008"
"1603","0.0007","0.0007","0.0007"
"1604","0.0003","0.0003","0.0003"
"1605","0.0005","0.0005","0.0005"
"1606","0.0008","0.0008","0.0008"
"1607","0.0006","0.0006","0.0006"
"1608","0.0006","0.0006","0.0006"
"1609","0.0008","0.0008","0.0008"
"1610","0.0006","0.0006","0.0006"
"1611","0.0005","0.0005","0.0005"
"1612","0.0007","0.0007","0.0007"
"1613","0.0003","0.0003","0.0003"
"1614","0.0008","0.0008","0.0008"
"1615","0.0005","0.0005","0.0005"
"1616","0.0007","0.0007","0.0007"
"1617","0.0007","0.0007","0.0007"
"1618","0.0007","0.0007","0.0007"
"1619","0.0012","0.0012","0.0012"
"1620","0.0006","0.0006","0.0006"
"1621","0.0006","0.0006","0.0006"
"1622","0.0005","0.0005","0.0005"
"1623","0.0007","0.0007","0.0007"
"1624","0.0007","0.0007","0.0007"
"1625","0.0003","0.0003","0.0003"
"1626","0.0005","0.0005","0.0005"
"1627","0.0011","0.0011","0.0011"
"1628","0.0006","0.0006","0.0006"
"1629","0.0006","0.0006","0.0006"
"1630","0.0007","0.0007","0.0007"
"1631","0.0005","0.0005","0.0005"
"1632","0.0006","0.0006","0.0006"
"1633","0.0006","0.0006","0.0006"
"1634","0.0004","0.0004","0.0004"
"1635","0.0006","0.0006","0.0006"
"1636","0.0005","0.0005","0.0005"
"1637","0.0005","0.0005","0.0005"
"1638","0.0005","0.0005","0.0005"
"1639","0.0008","0.0008","0.0008"
"1640","0.0008","0.0008","0.0008"
"1641","0.0006","0.0006","0.0006"
"1642","0.0009","0.0009","0.0009"
"1643","0.0006","0.0006","0.0006"
"1644","0.0008","0.0008","0.0008"
"1645","0.0007","0.0007","0.0007"
"1646","0.0007","0.0007","0.0007"
"1647","0.0005","0.0005","0.0005"
"1648","0.0006","0.0006","0.0006"
"1649","0.0007","0.0007","0.0007"
"1650","0.0007","0.0007","0.0007"
"1651","0.0005","0.0005","0.0005"
"1652","0.0005","0.0005","0.0005"
"1653","0.0006","0.0006","0.0006"
"1654","0.0007","0.0007","0.0007"
"1655","0.0006","0.0006","0.0006"
"1656","0.0005","0.0005","0.0005"
"1657","0.0006","0.0006","0.0006"
"1658","0.0009","0.0009","0.0009"
"1659","0.0006","0.0006","0.0006"
"1660","0.0009","0.0009","0.0009"
"1661","0.0005","0.0005","0.0005"
"1662","0.0007","0.0007","0.0007"
"1663","0.0004","0.0004","0.0004"
"1664","0.0006","0.0006","0.0006"
"1665","0.0005","0.0005","0.0005"
"1666","0.0007","0.0007","0.0007"
"1667","0.0005","0.0005","0.0005"
"1668","0.0007","0.0007","0.0007"
"1669","0.0007","0.0007","0.0007"
"1670","0.0008","0.0008","0.0008"
"1671","0.0006","0.0006","0.0006"
"1672","0.0006","0.0006","0.0006"
"1673","0.0007","0.0007","0.0007"
"1674","0.0005","0.0005","0.0005"
"1675","0.0005","0.0005","0.0005"
"1676","0.0009","0.0009","0.0009"
"1677","0.0007","0.0007","0.0007"
"1678","0.0007","0.0007","0.0007"
"1679","0.0007","0.0007","0.0007"
"1680","0.0006","0.0006","0.0006"
"1681","0.0007","0.0007","0.0007"
"1682","0.0007","0.0007","0.0007"
"1683","0.0009","0.0009","0.0009"
"1684","0.0008","0.0008","0.0008"
"1685","0.0008","0.0008","0.0008"
"1686","0.0007","0.0007","0.0007"
"1687","0.0004","0.0004","0.0004"
"1688","0.0007","0.0007","0.0007"
"1689","0.0006","0.0006","0.0006"
"1690","0.0004","0.0004","0.0004"
"1691","0.0004","0.0004","0.0004"
"1692","0.0005","0.0005","0.0005"
"1693","0.0004","0.0004","0.0004"
"1694","0.0007","0.0007","0.0007"
"1695","0.0006","0.0006","0.0006"
"1696","0.0004","0.0004","0.0004"
"1697","0.0006","0.0006","0.0006"
"1698","0.0009","0.0009","0.0009"
"1699","0.0003","0.0003","0.0003"
"1700","0.0007","0.0007","0.0007"
"1701","0.0006","0.0006","0.0006"
"1702","0.0007","0.0007","0.0007"
"1703","0.0008","0.0008","0.0008"
"1704","0.0007","0.0007","0.0007"
"1705","0.0009","0.0009","0.0009"
"1706","0.0008","0.0008","0.0008"
"1707","0.0004","0.0004","0.0004"
"1708","0.0005","0.0005","0.0005"
"1709","0.0007","0.0007","0.0007"
"1710","0.0006","0.0006","0.0006"
"1711","0.0007","0.0007","0.0007"
"1712","0.0007","0.0007","0.0007"
"1713","0.0005","0.0005","0.0005"
"1714","0.0006","0.0006","0.0006"
"1715","0.0005","0.0005","0.0005"
"1716","0.0005","0.0005","0.0005"
"1717","0.0007","0.0007","0.0007"
"1718","0.0006","0.0006","0.0006"
"1719","0.0007","0.0007","0.0007"
"1720","0.0009","0.0009","0.0009"
"1721","0.0004","0.0004","0.0004"
"1722","0.0007","0.0007","0.0007"
"1723","0.0003","0.0003","0.0003"
"1724","0.0005","0.0005","0.0005"
"1725","0.0007","0.0007","0.0007"
"1726","0.0006","0.0006","0.0006"
"1727","0.0005","0.0005","0.0005"
"1728","0.0009","0.0009","0.0009"
"1729","0.0007","0.0007","0.0007"
"1730","0.0004","0.0004","0.0004"
"1731","0.0004","0.0004","0.0004"
"1732","0.0007","0.0007","0.0007"
"1733","0.0008","0.0008","0.0008"
"1734","0.0006","0.0006","0.0006"
"1735","0.0005","0.0005","0.0005"
"1736","0.0009","0.0009","0.0009"
"1737","0.0005","0.0005","0.0005"
"1738","0.0008","0.0008","0.0008"
"1739","0.0007","0.0007","0.0007"
"1740","0.0005","0.0005","0.0005"
"1741","0.0005","0.0005","0.0005"
"1742","0.0007","0.0007","0.0007"
"1743","0.0007","0.0007","0.0007"
"1744","0.0005","0.0005","0.0005"
"1745","0.0006","0.0006","0.0006"
"1746","0.0007","0.0007","0.0007"
"1747","0.0007","0.0007","0.0007"
"1748","0.0004","0.0004","0.0004"
"1749","0.0008","0.0008","0.0008"
"1750","0.0006","0.0006","0.0006"
"1751","0.0004","0.0004","0.0004"
"1752","0.0007","0.0007","0.0007"
"1753","0.0006","0.0006","0.0006"
"1754","0.0007","0.0007","0.0007"
"1755","0.0006","0.0006","0.0006"
"1756","0.0005","0.0005","0.0005"
"1757","0.0007","0.0007","0.0007"
"1758","0.0007","0.0007","0.0007"
"1759","0.0006","0.0006","0.0006"
"1760","0.0005","0.0005","0.0005"
"1761","0.0008","0.0008","0.0008"
"1762","0.0006","0.0006","0.0006"
"1763","0.0005","0.0005","0.0005"
"1764","0.0006","0.0006","0.0006"
"1765","0.0006","0.0006","0.0006"
"1766","0.0008","0.0008","0.0008"
"1767","0.0007","0.0007","0.0007"
"1768","0.0007","0.0007","0.0007"
"1769","0.0004","0.0004","0.0004"
"1770","0.0005","0.0005","0.0005"
"1771","0.0006","0.0006","0.0006"
"1772","0.0005","0.0005","0.0005"
"1773","0.0008","0.0008","0.0008"
"1774","0.0006","0.0006","0.0006"
"1775","0.0007","0.0007","0.0007"
"1776","0.0006","0.0006","0.0006"
"1777","0.0006","0.0006","0.0006"
"1778","0.0008","0.0008","0.0008"
"1779","0.0008","0.0008","0.0008"
"1780","0.0006","0.0006","0.0006"
"1781","0.0007","0.0007","0.0007"
"1782","0.0007","0.0007","0.0007"
"1783","0.0004","0.0004","0.0004"
"1784","0.0005","0.0005","0.0005"
"1785","0.0006","0.0006","0.0006"
"1786","0.0004","0.0004","0.0004"
"1787","0.0007","0.0007","0.0007"
"1788","0.0007","0.0007","0.0007"
"1789","0.001","0.001","0.001"
"1790","0.0007","0.0007","0.0007"
"1791","0.0006","0.0006","0.0006"
"1792","0.0007","0.0007","0.0007"
"1793","0.0006","0.0006","0.0006"
"1794","0.0006","0.0006","0.0006"
"1795","0.0006","0.0006","0.0006"
"1796","0.001","0.001","0.001"
"1797","0.0006","0.0006","0.0006"
"1798","0.0004","0.0004","0.0004"
"1799","0.0007","0.0007","0.0007"
